Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,mejor_cluster
25,2,United States,CA,0,0,1,2,1,0,1,2,2,0,0,2,2,1,0,2,0,0,2,2,0,4
40,2,United States,PA,0,1,1,1,5,0,0,1,0,2,2,2,1,2,2,0,0,0,0,2,0,2
31,1,United States,SC,0,0,0,0,5,0,1,2,0,0,2,2,1,1,0,2,0,0,0,2,0,3
24,2,United States,TX,0,1,0,4,4,0,0,0,0,0,0,0,3,1,2,0,0,0,2,0,1,6
29,1,United States,TX,0,0,0,0,5,0,0,1,2,0,2,2,4,2,0,2,2,0,0,2,0,9
32,2,United States,AL,0,0,0,0,3,0,1,2,2,0,0,2,4,2,0,0,2,0,2,2,0,9
26,1,United States,OR,0,1,1,3,1,0,1,1,1,0,0,2,2,2,0,2,1,0,0,0,0,2
28,1,United States,NJ,0,1,1,2,2,0,1,1,1,0,0,2,4,2,0,2,0,0,2,0,0,2
23,1,United States,CA,0,0,0,4,5,0,1,2,0,0,2,2,4,0,0,2,1,0,2,0,0,0
35,1,United States,CA,0,1,1,2,3,0,1,1,1,0,0,2,3,2,2,2,2,0,2,0,1,2
26,1,United States,CA,0,1,0,4,1,0,1,1,1,0,1,1,0,0,0,2,1,2,2,0,0,6
33,1,United States,NH,0,1,1,0,2,1,1,1,1,1,1,2,4,1,2,1,2,0,0,1,0,1
33,1,United States,CA,0,0,0,4,5,1,1,2,0,2,2,2,4,1,0,2,0,0,2,1,0,0
33,1,United States,OH,0,1,1,3,5,1,1,1,1,0,0,2,1,1,0,0,0,0,0,0,0,1
31,2,United States,OH,0,1,1,1,5,0,0,2,2,0,2,2,3,1,2,0,0,0,2,0,0,1
21,1,United States,MA,0,1,0,0,5,0,1,2,2,2,2,2,4,0,0,2,2,0,2,2,1,3
26,2,United States,OK,0,0,1,2,3,1,1,2,2,2,2,2,2,0,0,2,2,0,0,1,0,7
30,1,United States,CA,0,1,0,3,1,0,1,2,0,0,2,2,1,2,0,2,1,0,0,2,0,8
55,1,United States,ID,0,1,1,2,0,1,1,0,1,0,2,2,4,1,2,0,0,0,0,0,1,1
28,2,United States,NY,0,0,1,1,5,0,0,1,1,0,2,2,4,2,0,0,0,0,0,2,0,4
21,1,United States,CA,0,0,0,2,1,0,0,2,2,0,1,1,4,0,0,2,2,2,2,1,0,0
24,1,United States,TX,0,1,1,2,3,0,1,0,1,0,0,2,2,1,0,2,2,0,2,0,1,1
26,2,United States,MD,0,0,0,4,5,0,0,1,2,1,2,2,4,2,0,2,0,0,0,2,0,5
23,1,United States,IN,0,0,0,4,5,0,0,1,0,0,0,2,4,0,0,1,0,0,1,2,0,0
24,2,United States,OR,0,0,0,4,5,0,1,1,1,1,1,1,1,0,0,2,2,1,1,1,0,0
24,2,United States,NY,0,1,1,1,1,0,1,0,0,0,0,2,0,1,0,0,2,0,1,1,0,1
33,1,United States,MS,1,0,1,3,0,1,1,0,0,0,0,1,1,1,2,2,2,1,1,2,0,4
34,1,United States,NJ,0,0,0,2,2,0,1,2,0,0,0,2,4,2,0,1,1,0,2,2,0,9
27,2,United States,CA,0,0,1,2,2,0,1,2,2,0,0,2,2,2,2,2,2,0,0,2,0,4
28,1,United States,TN,0,0,0,0,1,0,1,2,0,0,2,2,4,0,0,2,1,0,0,2,0,3
26,1,United States,WA,0,0,0,4,5,0,1,2,2,2,2,2,4,0,0,2,1,0,0,2,1,0
23,2,United States,MA,0,0,1,2,2,0,1,1,1,0,2,2,4,2,0,2,0,0,2,2,0,4
29,1,United States,PA,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,2,2,1,0,1
36,1,United States,KY,0,0,0,1,5,1,1,1,0,1,2,2,1,2,0,0,0,0,0,2,0,9
41,1,United States,PA,0,0,1,2,5,0,1,1,1,1,1,1,4,2,0,2,1,2,1,1,1,4
33,2,United States,MA,0,0,0,4,3,1,1,1,0,2,0,2,4,0,0,2,1,0,0,1,0,0
39,1,United States,CA,0,1,0,3,5,0,1,1,0,0,2,2,4,1,0,2,2,0,2,0,1,6
34,1,United States,VT,0,1,0,4,5,0,1,1,2,2,2,2,4,2,0,2,2,0,2,2,1,5
26,2,United States,CA,0,0,1,2,3,0,1,1,1,0,0,2,2,1,2,2,2,0,0,0,1,4
24,1,United States,AZ,0,0,1,1,2,0,1,1,1,1,0,2,4,0,0,2,1,0,0,2,0,7
43,1,United States,MA,1,1,1,3,1,1,1,1,1,0,0,1,0,0,0,1,1,2,2,1,0,1
40,3,United States,VA,0,1,0,0,5,0,1,1,1,1,2,1,4,1,2,0,2,0,2,1,0,8
30,1,United States,WA,0,1,1,3,5,0,1,1,1,1,0,2,3,1,0,2,0,0,0,0,1,1
34,1,United States,CA,0,0,1,2,1,0,1,2,2,0,0,2,4,1,1,2,0,0,0,2,0,4
27,1,United States,OR,0,1,1,2,3,0,1,2,2,0,2,2,4,1,0,0,0,0,1,2,0,1
36,1,United States,MI,0,0,0,2,5,0,1,2,0,0,0,1,1,0,0,1,1,2,1,2,0,0
37,1,United States,OR,0,0,0,4,4,0,1,1,0,0,0,2,4,2,2,2,2,0,0,2,0,5
33,2,United States,CA,0,0,0,0,4,0,1,1,2,1,1,2,0,2,0,2,1,0,0,1,0,9
28,1,United States,UT,0,0,0,2,1,1,1,0,1,0,0,2,1,1,2,2,0,0,0,2,0,9
26,2,United States,CA,0,1,0,0,2,0,1,2,2,0,0,2,2,2,2,2,0,0,2,0,0,8
27,1,United States,TX,0,1,1,2,1,1,1,2,0,1,2,2,1,1,0,2,1,0,2,1,0,1
57,1,United States,CA,0,1,1,1,5,0,1,1,1,0,0,2,4,2,0,2,1,0,2,0,0,2
31,1,United States,OR,0,0,1,2,3,1,1,1,1,1,1,1,0,0,0,2,1,0,0,1,0,7
58,1,United States,CA,0,0,1,1,5,0,1,1,1,1,1,1,1,2,0,2,1,0,1,1,0,4
29,1,United States,OH,0,0,0,2,1,0,1,2,0,0,0,2,3,1,0,0,0,0,2,0,0,9
34,1,United States,OH,0,0,0,2,1,1,1,2,0,0,0,2,3,2,0,2,1,0,2,2,0,9
57,1,United States,CA,0,0,1,2,5,0,1,1,2,1,1,2,4,2,2,0,0,0,2,2,0,4
30,2,United States,NY,0,0,0,4,3,0,1,2,2,0,0,2,4,2,0,2,1,0,2,2,0,5
23,1,United States,VA,0,0,0,0,2,0,0,2,2,2,2,2,4,0,0,1,1,2,1,1,0,3
43,1,United States,CA,0,0,1,2,5,0,1,1,1,1,1,1,1,1,2,0,0,0,1,2,0,4
29,1,United States,IL,0,0,1,1,1,0,1,1,1,0,0,2,4,2,0,2,0,0,2,2,0,4
48,1,United States,TX,0,0,0,0,1,0,1,2,0,0,2,2,4,2,0,0,0,0,2,2,0,9
28,2,United States,NY,0,1,1,2,2,0,1,2,2,0,0,2,4,1,2,2,0,0,2,2,0,1
30,1,United States,CA,1,1,1,3,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1
26,1,Israel,MD,0,0,0,2,1,0,1,0,0,0,0,1,0,2,0,2,1,0,2,1,0,9
31,1,United States,CA,0,0,0,4,5,0,1,1,2,2,2,1,4,0,0,0,2,0,0,1,0,0
30,1,United States,PA,0,0,0,1,3,0,0,2,2,0,0,2,4,0,0,2,2,0,0,2,0,3
24,2,United States,CA,1,1,1,2,0,1,1,0,0,2,2,2,4,0,0,2,2,0,0,2,1,1
25,1,United States,WA,0,0,0,4,2,0,1,2,2,2,2,2,4,2,0,2,0,0,0,2,0,5
23,2,United States,NY,0,1,1,3,5,0,1,1,2,2,0,2,4,2,0,2,2,0,0,1,1,2
36,1,United States,TX,0,0,1,2,5,0,0,1,2,0,0,2,2,1,2,2,0,0,0,0,1,4
25,2,United States,CA,1,1,1,3,0,1,1,2,2,0,0,1,2,1,0,2,0,0,2,0,1,1
38,2,United States,AZ,0,0,1,4,2,0,1,1,1,0,0,1,4,2,2,0,0,0,0,0,0,4
35,2,United States,OH,0,0,1,2,3,0,1,0,1,0,0,2,4,1,2,0,0,0,2,0,0,4
46,1,United States,CA,0,0,1,2,5,0,1,1,1,1,1,2,4,2,0,2,0,0,0,1,0,4
42,1,United States,KS,0,0,0,0,3,0,0,1,0,1,0,2,3,2,0,1,1,2,1,0,0,9
47,1,United States,CA,0,1,1,2,5,0,1,1,1,1,1,2,0,0,0,2,1,0,1,1,0,1
22,1,United States,CA,0,0,0,4,5,0,1,1,2,1,2,1,4,0,0,2,1,0,2,1,0,0
33,2,United States,NY,0,0,1,2,4,1,1,1,1,1,1,2,0,0,0,2,2,0,0,2,0,7
25,2,United States,WA,0,0,0,2,1,0,1,0,0,0,0,0,1,2,0,2,0,0,0,1,0,9
29,1,United States,CA,0,0,0,4,5,0,1,2,2,0,2,2,4,2,0,0,0,0,2,2,0,5
39,1,United States,WA,0,0,0,0,2,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,3
38,1,United States,VA,0,1,1,2,5,0,1,1,2,1,1,1,4,1,0,0,0,0,0,0,0,1
43,1,United States,NC,0,0,0,4,1,1,1,2,0,0,2,2,4,2,0,2,0,0,0,2,0,5
46,1,United States,OH,0,0,1,1,4,1,1,1,2,1,1,1,4,0,0,2,1,0,2,1,0,7
38,2,United States,PA,0,1,1,2,5,0,0,1,1,1,1,1,0,2,0,1,1,0,0,0,1,2
62,1,United States,CA,0,0,0,0,5,0,1,1,1,2,1,2,4,2,0,2,1,2,2,1,0,9
23,2,United States,TX,0,0,0,4,5,0,0,2,2,2,2,1,4,2,2,2,2,0,0,2,0,5
35,1,United States,AZ,0,0,0,4,5,0,0,0,0,0,0,2,4,2,2,0,0,0,0,0,0,5
36,1,United States,IL,1,1,1,2,0,1,1,2,1,2,0,1,2,2,0,2,1,0,1,1,0,2
29,1,United States,NC,0,0,1,2,1,0,1,1,1,0,1,1,0,0,0,0,2,0,0,1,0,7
39,1,United States,WI,0,1,1,3,2,1,1,1,1,1,1,2,1,1,0,2,1,0,0,0,0,1
26,1,United States,CA,0,1,1,0,5,0,1,2,0,0,2,2,4,2,0,0,0,0,0,0,0,2
22,2,United States,CA,0,1,1,2,4,0,1,1,1,0,2,2,4,0,0,2,2,0,0,0,1,1
26,2,United States,MN,0,1,1,3,3,0,0,2,0,0,0,2,2,2,0,0,0,0,2,0,0,2
31,2,United States,PA,0,1,1,1,3,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1
28,2,United States,CA,0,1,1,3,3,1,1,1,0,0,2,2,4,1,1,2,2,0,0,0,1,1
36,1,United States,CA,0,1,1,2,5,0,1,1,0,0,1,2,2,1,0,2,1,0,1,0,0,1
21,1,United States,CA,0,1,0,4,5,0,1,1,1,1,1,1,4,0,0,2,1,0,2,1,0,6
25,2,United States,CA,0,1,0,4,4,0,0,2,2,0,0,2,4,2,0,2,2,0,2,2,0,5
33,1,United States,NY,0,0,0,4,2,0,1,2,0,2,2,2,4,1,0,2,0,0,2,2,0,0
24,1,United States,CA,0,0,0,4,5,0,1,2,2,2,2,2,4,2,2,2,2,0,0,1,0,5
65,1,United States,FL,1,0,0,4,1,1,0,0,0,0,0,2,0,2,0,2,0,0,0,1,0,5
27,1,United States,OR,0,1,1,2,3,1,1,2,0,0,2,2,4,0,0,2,0,0,0,1,0,1
36,1,United States,CO,0,0,1,1,2,0,1,2,2,0,2,2,4,0,0,2,2,0,0,2,0,7
28,1,United States,GA,0,0,1,2,5,0,1,1,1,0,0,1,2,2,0,2,0,0,2,0,0,4
39,1,United States,OR,0,0,1,2,4,0,1,1,2,1,2,1,4,1,2,1,1,0,2,2,0,4
32,1,United States,CA,0,0,1,2,5,0,1,1,0,0,1,2,1,0,0,1,2,2,1,2,0,7
31,1,United States,CA,0,1,0,2,5,0,1,1,2,2,2,2,1,2,0,0,2,0,1,0,0,8
38,1,United States,PA,0,1,1,2,3,0,1,2,0,0,0,2,4,2,2,2,0,0,0,2,0,2
23,1,United States,CA,0,1,1,1,0,0,1,0,1,0,0,2,4,2,0,2,1,0,0,1,0,2
42,1,United States,CA,0,0,1,3,5,0,1,1,1,1,1,1,1,2,2,1,1,2,2,2,0,4
27,2,United States,NY,0,0,0,2,4,0,1,2,2,2,1,2,4,0,0,2,1,0,0,1,0,0
26,2,United States,MA,0,1,1,2,2,0,1,1,1,0,0,1,2,0,0,1,1,0,0,0,1,1
37,1,United States,PA,0,1,0,0,2,0,1,2,0,0,2,2,1,0,0,1,1,0,0,1,0,3
23,1,United States,RI,0,0,0,4,2,0,1,2,0,2,0,2,4,0,0,1,1,0,2,2,0,0
33,1,United States,MI,0,1,0,2,1,1,1,2,2,0,0,1,0,0,0,2,1,0,0,1,0,6
34,1,United States,IL,0,1,1,2,2,1,0,1,0,0,0,2,4,2,0,2,2,0,2,2,0,2
41,1,United States,CA,0,1,1,3,5,0,1,1,0,0,0,2,4,2,2,2,2,0,0,2,1,2
50,1,United States,OR,0,1,0,4,3,1,1,2,0,0,2,2,4,0,0,2,1,2,2,2,0,6
35,1,United States,IN,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,2,1,2,2,1,0,3
40,2,United States,MA,0,0,0,0,2,0,0,2,2,0,0,2,1,2,2,1,1,2,2,2,0,9
29,2,United States,MI,0,0,0,0,2,0,1,1,1,1,0,1,4,2,0,2,2,0,2,2,1,9
31,1,United States,OH,0,1,1,2,1,0,1,0,0,0,0,2,1,2,0,1,1,0,2,2,0,2
43,1,United States,OH,0,0,1,2,1,0,1,0,1,0,0,2,1,0,0,1,1,0,2,2,0,7
34,1,United States,NH,0,1,1,2,2,1,1,1,1,0,0,2,4,2,0,2,2,0,1,2,1,2
29,1,United States,OH,0,1,1,2,2,0,1,2,0,0,0,0,2,1,0,2,2,0,2,2,0,1
41,1,United States,TN,0,1,1,2,5,0,1,1,2,1,1,2,4,2,0,2,2,0,0,0,0,2
29,1,United States,OR,0,1,0,0,3,0,1,1,1,1,1,2,4,0,0,2,1,0,2,1,0,3
23,1,United States,PA,0,0,0,1,3,0,1,1,2,2,2,2,4,0,0,2,2,0,0,1,0,3
31,1,United States,NY,0,0,0,4,2,1,1,2,0,0,2,2,4,1,0,0,0,0,2,2,0,0
43,1,United States,WA,0,0,0,4,4,1,1,2,2,2,2,2,4,0,0,1,1,0,0,1,0,0
31,1,United States,NY,0,1,1,1,3,0,1,0,0,0,2,2,2,1,1,2,0,0,0,0,1,1
29,1,United States,CA,0,1,0,3,3,0,1,1,1,1,1,2,4,0,0,2,1,0,0,2,0,6
35,1,United States,TN,1,1,0,4,1,1,1,0,0,1,1,2,0,0,0,1,1,0,2,1,0,6
33,1,United States,WI,0,1,1,2,3,0,0,1,2,0,0,1,2,1,1,0,0,0,0,0,0,1
30,2,United States,WI,1,1,1,3,0,1,0,0,1,0,1,1,2,0,0,1,1,0,0,1,0,1
27,1,United States,PA,0,0,0,4,5,0,1,1,2,2,2,1,4,2,2,0,0,0,2,0,0,5
32,1,United States,MI,0,0,0,2,3,0,1,0,1,0,0,2,4,2,2,2,2,0,0,0,0,9
50,1,United States,WY,0,0,0,2,0,1,1,2,0,0,2,2,4,1,2,2,2,0,2,2,0,9
24,1,United States,KY,0,0,0,0,2,0,0,2,2,0,0,2,4,2,1,2,0,0,2,0,0,9
27,1,United States,NY,0,0,0,4,2,0,1,2,0,0,0,2,4,0,0,1,1,0,2,1,0,0
32,1,United States,TX,0,0,1,2,1,0,1,0,1,0,0,1,1,0,0,2,1,2,2,1,0,7
42,1,United States,WI,1,0,0,1,1,1,0,0,1,0,0,2,0,0,0,2,1,2,2,1,0,3
37,1,United States,WA,0,0,0,3,5,0,0,2,0,0,0,2,4,2,0,2,0,0,0,0,0,5
29,1,United States,WA,0,0,0,1,5,0,1,1,0,0,0,2,0,1,2,2,0,0,0,2,0,9
30,1,United States,GA,1,0,1,3,1,1,1,0,2,0,1,2,2,0,0,1,1,0,2,1,0,7
35,1,United States,MI,0,0,0,0,2,0,1,1,0,1,2,2,4,0,0,2,2,2,2,1,0,3
35,1,United States,MD,0,1,1,1,3,1,0,1,1,0,0,1,3,1,0,2,0,0,2,0,0,1
31,2,United States,WA,0,0,1,3,2,1,1,1,1,0,0,2,0,2,0,2,2,0,1,2,0,4
23,2,United States,CA,0,1,1,2,5,0,1,1,1,1,1,1,1,1,2,0,0,0,0,2,0,1
31,2,United States,OR,0,1,1,2,3,0,1,2,0,0,0,2,4,0,0,2,2,0,0,2,0,1
28,2,United States,CA,0,1,1,1,4,0,1,1,1,1,1,2,2,2,0,0,2,0,0,0,0,2
34,1,United States,CA,1,1,1,2,1,0,1,0,1,0,0,1,1,0,0,2,2,0,0,0,0,1
28,1,United States,MI,0,1,1,2,2,1,1,1,2,0,2,2,4,1,0,2,2,0,0,2,1,1
56,1,United States,MA,0,1,1,1,1,0,1,1,1,0,0,2,4,1,2,2,2,0,0,2,0,1
34,2,United States,CA,0,0,1,2,3,1,1,1,1,0,2,2,1,2,0,2,1,0,0,1,0,4
57,1,United States,CA,0,0,0,0,2,0,1,1,1,0,1,1,2,1,2,0,0,0,2,2,1,3
39,1,United States,FL,0,0,0,1,5,1,0,2,0,1,1,2,4,0,0,2,2,0,2,2,0,3
32,1,United States,WA,0,0,1,0,4,0,0,1,2,1,1,2,0,2,0,0,0,0,0,1,0,4
32,1,United States,CA,0,0,0,0,5,0,1,2,2,2,2,2,4,2,2,2,2,0,0,2,0,9
23,1,United States,NC,0,1,0,2,1,0,1,2,2,0,2,2,4,2,0,0,0,0,2,2,0,8
28,1,United States,IL,0,0,1,2,2,1,0,2,2,0,2,2,4,0,0,2,1,0,2,2,0,7
29,2,United States,OH,0,1,1,1,1,0,1,2,0,0,0,2,4,1,0,0,0,0,0,2,0,1
45,1,United States,VA,0,0,1,3,0,1,1,1,2,0,1,2,0,0,0,1,1,0,2,1,0,7
38,1,United States,MN,0,0,1,2,5,0,0,1,1,1,1,2,4,0,0,2,1,0,0,2,0,7
19,2,United States,MO,0,1,1,3,2,0,0,2,2,0,0,2,2,2,2,0,0,0,2,0,0,2
33,2,United States,NC,0,1,1,1,5,0,1,1,1,1,1,1,1,0,0,2,1,0,0,1,0,1
49,1,United States,NY,0,1,1,2,3,0,1,1,2,1,1,1,1,2,2,2,1,0,0,1,0,2
28,1,United States,NM,0,0,0,4,2,1,1,2,0,0,0,2,4,2,0,2,0,0,0,2,0,5
39,2,United States,TX,0,0,0,4,5,1,0,0,1,0,0,2,3,1,2,0,0,0,2,0,0,0
29,1,United States,SC,0,0,0,4,1,0,1,0,0,0,2,2,2,2,2,2,0,0,0,2,0,5
30,1,United States,FL,0,0,0,4,3,0,0,1,0,0,2,2,4,2,0,2,1,0,0,2,0,5
33,1,United States,WA,1,1,1,1,0,1,1,0,1,1,1,0,3,0,0,1,1,0,0,1,1,1
37,1,United States,CA,0,1,1,2,3,0,1,1,1,2,2,1,4,2,0,1,1,0,0,2,0,2
23,1,United States,OH,0,0,1,3,2,0,0,1,1,1,0,1,1,0,0,2,1,0,2,1,0,7
43,1,United States,TN,0,1,1,2,2,0,0,1,2,0,1,2,1,1,0,0,0,0,0,0,0,1
26,1,United States,NY,0,0,0,0,2,0,1,2,2,0,0,2,4,1,1,2,0,0,0,0,0,3
32,1,United States,NY,1,0,1,2,0,1,1,2,2,2,2,2,0,0,0,1,1,1,1,2,0,7
37,2,United States,MO,0,0,0,4,2,1,1,2,2,0,2,2,4,1,0,2,0,0,0,2,0,0
29,1,United States,NY,0,0,1,3,2,0,1,1,1,0,0,1,0,0,0,1,1,2,2,1,0,7
30,1,United States,TN,0,1,0,0,3,0,1,2,0,0,2,2,0,0,0,2,1,0,2,2,0,3
29,1,United States,CO,0,0,0,0,1,0,1,1,1,0,1,1,4,2,0,2,2,0,0,0,0,9
32,1,United States,PA,1,1,1,2,0,1,1,1,1,2,2,2,3,1,2,2,0,0,0,0,0,1
37,1,United States,NY,1,0,0,4,1,1,1,1,1,1,0,1,1,0,0,1,1,2,2,1,0,0
27,1,United States,MN,0,0,0,4,2,0,1,1,2,0,2,2,4,0,0,1,1,0,0,2,0,0
25,1,United States,MO,0,1,1,0,1,1,1,2,0,1,2,2,4,1,0,2,1,0,0,0,0,1
33,1,United States,WY,0,1,1,2,0,0,0,0,1,0,0,2,4,0,0,2,1,2,2,2,0,1
29,1,United States,MN,0,0,0,4,5,0,0,2,2,2,2,2,4,0,0,1,1,0,0,0,0,0
29,1,United States,MD,0,0,0,4,1,1,1,2,2,0,0,2,0,0,0,1,1,0,0,2,0,0
31,1,United States,KY,0,0,0,4,2,0,0,1,1,1,1,1,4,0,0,1,1,0,0,2,0,0
5,1,United States,OH,0,0,0,4,3,0,1,2,2,0,0,2,1,0,0,1,1,0,0,1,0,0
43,1,United States,NY,0,0,0,4,5,0,0,1,1,2,1,1,4,0,0,2,1,0,2,2,0,0
36,1,United States,TN,0,1,1,2,5,1,0,2,0,2,2,2,4,1,2,0,0,0,2,2,0,1
31,1,United States,TX,0,1,1,2,2,0,1,1,1,0,2,2,1,2,0,2,1,2,1,2,0,2
36,1,United States,OH,0,0,1,2,3,1,1,1,1,0,0,2,3,2,2,2,2,2,2,2,0,4
30,1,United States,TX,1,0,1,2,2,1,1,2,2,2,2,2,4,0,0,2,2,0,1,2,0,7
35,1,United States,CA,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,0,1
37,1,United States,MI,0,1,1,2,3,0,1,2,2,2,2,2,4,2,0,2,2,0,0,2,0,2
36,1,United States,CA,0,0,0,0,5,0,1,1,1,1,1,1,0,0,0,2,1,0,0,1,0,3
29,2,United States,OR,0,1,1,2,2,1,0,2,0,0,2,2,4,2,0,2,1,0,2,2,0,2
38,2,United States,NC,0,1,1,2,2,0,0,1,2,0,2,2,4,2,0,0,0,0,0,2,0,2
26,1,United States,CA,0,1,1,2,5,0,1,1,0,1,2,2,2,1,2,0,0,0,2,0,0,1
21,1,United States,IL,0,0,1,3,5,0,0,0,1,0,0,0,4,1,0,2,2,0,1,0,1,4
37,2,United States,CA,0,1,1,1,2,0,0,1,1,1,1,2,4,2,2,1,2,0,2,1,0,2
27,2,United States,CA,0,0,1,2,3,0,1,2,2,1,2,2,1,1,0,2,0,0,2,0,0,4
33,2,United States,AZ,1,1,1,2,0,0,1,1,1,1,1,1,1,2,1,2,0,0,0,0,0,2
36,2,United States,CA,0,0,1,0,1,1,1,1,0,0,0,2,4,2,2,2,2,0,0,0,0,4
33,1,United States,VA,1,1,1,2,0,1,1,0,1,0,0,1,0,2,2,1,1,0,0,1,0,2
43,1,United States,VA,0,0,0,2,1,1,1,2,0,0,2,2,4,2,0,0,0,0,2,0,0,9
27,2,United States,WA,0,0,0,4,5,0,1,2,2,0,1,2,4,2,0,2,1,0,0,2,0,5
33,1,United States,WI,0,0,1,2,1,1,1,0,1,0,0,1,2,0,0,1,1,1,1,2,0,7
33,1,United States,CA,1,0,0,4,0,0,1,2,0,0,0,2,4,0,0,1,1,0,2,2,0,0
25,1,United States,CA,0,0,0,4,1,0,1,2,0,0,0,2,4,0,0,2,1,0,0,2,0,0
25,1,United States,NE,0,1,1,2,5,0,0,1,1,1,1,1,4,2,0,2,2,0,0,0,1,2
25,1,United States,CO,0,1,1,2,2,0,1,1,1,2,2,1,4,2,0,2,2,0,2,2,0,2
33,1,United States,NY,0,0,1,2,5,0,1,1,1,2,2,2,4,2,2,2,2,0,0,2,0,4
37,2,United States,TX,0,0,1,3,1,1,1,2,2,0,0,1,2,1,0,2,2,0,1,0,1,4
35,2,United States,LA,0,0,1,2,3,0,0,1,0,0,0,1,3,1,2,0,2,0,1,0,1,4
22,2,United States,WA,0,1,1,2,5,0,1,2,2,2,2,2,3,1,2,2,2,0,2,0,1,1
38,1,United States,MI,0,0,0,0,2,0,1,1,1,0,0,2,1,2,0,2,1,0,2,0,1,9
32,2,United States,CA,0,1,1,3,3,0,1,1,0,0,2,2,4,1,0,2,1,0,0,2,0,1
35,2,United States,CA,0,0,1,2,3,1,1,2,0,2,2,2,0,2,0,2,0,0,2,1,0,4
29,1,United States,MD,0,0,0,0,3,0,0,1,1,1,0,1,0,1,2,1,1,0,2,2,0,3
23,1,United States,CA,0,1,1,2,1,0,1,0,1,0,0,2,0,0,0,2,1,2,2,1,0,1
39,1,United States,CT,0,0,0,4,2,1,1,1,0,0,0,2,4,1,2,0,0,0,0,2,0,0
30,2,United States,CA,0,0,0,4,5,0,1,1,1,1,1,1,0,0,0,2,0,0,0,1,0,0
28,2,United States,CA,0,0,1,2,2,0,1,0,1,0,0,2,2,1,2,2,2,0,0,0,1,4
40,2,United States,WA,0,1,1,2,3,0,0,1,1,1,1,1,4,2,0,2,1,0,0,2,1,2
36,2,United States,CA,0,1,0,4,1,0,1,2,0,0,2,2,4,0,0,0,2,0,2,1,0,6
27,1,United States,IN,0,0,0,4,2,1,1,2,2,0,2,2,0,0,0,1,1,2,2,1,0,0
41,1,United States,TX,0,1,0,2,5,0,1,1,1,0,1,2,4,2,0,2,2,0,2,0,0,8
35,1,United States,MO,0,0,1,3,0,0,0,0,0,0,0,1,3,1,0,2,2,0,1,0,1,4
28,1,United States,NV,0,0,1,0,1,1,1,0,1,0,0,2,4,2,2,2,2,0,0,2,0,4
39,2,United States,WA,0,0,0,2,2,0,1,2,2,0,2,2,4,1,0,0,0,0,1,2,0,9
39,1,United States,FL,0,1,1,2,4,0,1,1,1,1,1,1,3,2,0,2,1,0,0,2,0,2
40,2,United States,WA,0,1,1,2,3,0,0,1,2,1,2,2,4,1,2,2,0,0,0,2,0,1
38,1,United States,IL,0,0,0,0,5,1,1,0,1,0,0,0,3,1,1,0,0,0,0,2,0,3
34,1,United States,FL,0,0,0,4,5,1,1,2,2,2,2,2,4,0,0,2,1,0,2,1,0,0
43,1,United States,MA,0,0,0,4,5,0,1,1,0,1,1,2,4,0,0,2,1,0,2,2,0,0
48,2,United States,CA,0,1,0,3,2,0,1,2,0,0,0,0,3,1,1,0,2,0,0,0,1,6
20,1,United States,WA,0,0,0,0,2,0,1,2,2,2,2,2,4,0,0,2,1,2,2,1,0,3
40,1,United States,MI,1,0,0,2,0,1,1,2,2,0,0,2,1,1,2,2,0,0,0,2,0,9
35,1,United States,MI,0,1,1,2,0,0,0,0,1,0,0,1,4,0,0,2,1,0,0,1,0,1
29,1,United States,WI,0,1,0,2,5,1,0,1,1,0,1,1,0,2,0,2,0,0,0,1,0,8
40,1,United States,CA,0,0,0,0,3,0,1,1,2,0,2,2,4,2,0,2,2,0,2,2,0,9
29,2,United States,CA,0,1,1,1,3,0,1,1,2,2,0,2,4,0,0,1,1,0,2,2,0,1
34,1,United States,TX,0,0,1,2,0,0,1,0,0,0,0,2,4,1,0,0,0,0,1,2,0,4
24,2,United States,NY,0,1,1,3,1,0,1,1,1,0,0,1,0,0,0,2,1,0,1,0,1,1
47,2,United States,PA,0,0,0,4,3,1,1,2,0,0,2,2,3,1,1,0,0,0,0,0,0,0
36,1,United States,PA,0,0,0,1,5,0,1,1,1,1,1,1,2,0,0,2,1,0,0,0,0,3
43,1,United States,GA,0,0,1,2,5,0,0,2,0,0,2,2,3,2,0,2,1,0,0,2,0,4
31,2,United States,NY,0,1,1,2,3,0,1,1,1,0,0,2,2,0,0,1,1,2,2,2,0,1
35,1,United States,CA,0,0,0,2,5,0,1,2,2,1,2,2,4,2,0,2,0,0,0,2,0,9
33,1,United States,TN,0,1,0,4,2,0,0,1,0,0,0,1,2,0,0,2,2,0,0,2,0,6
34,1,United States,TN,0,0,1,2,3,0,1,2,0,1,2,1,4,2,0,2,0,0,0,2,0,4
